"Distance [mm]","bx []"
38.8403884,-0.112201816402376
38.8803888,-0.109298742376268
38.9203892,-0.10639566835016
38.9603896,-0.103492594324052
39.00039,-0.100589520297944
39.0403904,-0.0976864462718367
39.0803908,-0.094783372245729
39.1203912,-0.0918802982196209
39.1603916,-0.0889772241935132
39.200392,-0.0860741501674051
39.2403924,-0.0831710761412974
39.2803928,-0.0802680021151898
39.3203932,-0.0773649280890821
39.3603936,-0.0744618540629744
39.400394,-0.0707044312730432
39.4403944,-0.0679777869954702
39.4803948,-0.0652511427178977
39.5203952,-0.0625244984403251
39.5603956,-0.0597978541627522
39.600396,-0.0570712098851797
39.6403964,-0.0543445656076071
39.6803968,-0.0516179213300347
39.7203972,-0.0488912770524621
39.7603976,-0.0461646327748897
39.800398,-0.0434379884973167
39.8403984,-0.0407113442197437
39.8803988,-0.0379846999421712
39.9203992,-0.0352580556645987
39.9603996,-0.0325314113870262
40.0004,-0.0298047671094537
